Mod:Item:MetaData, Localized Name
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_controller, Screen Controller
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:sequencer_block, Sequencer
rftools:counter_block, Counter
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:analog_block, Analog
rftools:digit_block, Digit
rftools:wire_block, Wire
rftools:timer_block, Timer
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:support_block, Support Block
rftools:builder, Builder
rftools:composer, Composer
rftools:locator, Locator
rftools:projector, Projector
rftools:scanner, Scanner
rftools:remote_scanner, Remote Scanner
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:invisible_shield_block_opaque, Invisible Shield Block
rftools:notick_invisible_shield_block_opaque, Invisible Shield Block
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:camo_shield_block, Camo Shield Block
rftools:notick_camo_shield_block, Camo Shield Block
rftools:solid_shield_block_opaque, Solid Shield Block
rftools:notick_solid_shield_block_opaque, Solid Shield Block
rftools:camo_shield_block_opaque, Camo Shield Block
rftools:notick_camo_shield_block_opaque, Camo Shield Block
rftools:environmental_controller, Environmental Controller
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
deepresonance:dr_manual, Deep Resonance Manual
deepresonance:radiation_monitor, Radiation Monitor
deepresonance:resonating_plate, Resonating Plate
deepresonance:filter, Filter Material
deepresonance:spent_filter, Spent Filter Material
deepresonance:insert_liquid, Liquid Injector
deepresonance:radiation_module, Radiation Screen Module
deepresonance:rcl_module, RCL Screen Module
deepresonance:resonating_crystal, Resonating Crystal
deepresonance:generator, Generator
deepresonance:generator_controller, Generator Controller
deepresonance:energy_collector, Energy Collector
deepresonance:crystalizer, Crystalizer
deepresonance:smelter, Smelter
deepresonance:tank, Tank
deepresonance:purifier, Purifier
deepresonance:pedestal, Pedestal
deepresonance:advanced_pedestal, Advanced Pedestal
deepresonance:valve, Valve
deepresonance:lens, Lens
deepresonance:laser, Infusing Laser
deepresonance:dense_glass, Dense Glass
deepresonance:dense_obsidian, Dense Obsidian
deepresonance:debug_block, tile.deepresonance_debug_block.name
deepresonance:poisoned_dirt, Poisoned Dirt
deepresonance:machine_frame, Resonating Machine Frame
deepresonance:resonating_block, Resonating Plate Block
deepresonance:resonating_ore:0, Resonating Ore
deepresonance:resonating_ore:1, Resonating Ore
deepresonance:resonating_ore:2, Resonating Ore
deepresonance:radiation_sensor, Radiation Sensor
deepresonance:boots, Radiation Suit Boots (WIP)
deepresonance:helmet, Radiation Suit Helmet (WIP)
deepresonance:chest, Radiation Suit Chestplate (WIP)
deepresonance:leggings, Radiation Suit Leggings (WIP)
embers:block_caminite_brick_slab, Caminite Brick Slab
embers:ashen_stone_slab, Ashen Stone Slab
embers:ashen_brick_slab, Ashen Brick Slab
embers:ashen_tile_slab, Ashen Tile Slab
embers:ingot_copper, Copper Ingot
embers:ingot_lead, Lead Ingot
embers:ingot_silver, Silver Ingot
embers:ingot_dawnstone, Dawnstone Ingot
embers:nugget_copper, Copper Nugget
embers:nugget_lead, Lead Nugget
embers:nugget_silver, Silver Nugget
embers:nugget_dawnstone, Dawnstone Nugget
embers:plate_copper, Copper Plate
embers:plate_lead, Lead Plate
embers:plate_silver, Silver Plate
embers:plate_dawnstone, Dawnstone Plate
embers:plate_iron, Iron Plate
embers:plate_gold, Gold Plate
embers:brick_caminite, Caminite Brick
embers:blend_caminite, Caminite Blend
embers:plate_caminite, Caminite Plate
embers:plate_caminite_raw, Raw Caminite Plate
embers:tinker_hammer, Tinker's Hammer
embers:stamp_bar, Bar Stamp
embers:stamp_flat, Flat Stamp
embers:stamp_plate, Plate Stamp
embers:stamp_gear, Gear Stamp
embers:stamp_bar_raw, Raw Bar Stamp
embers:stamp_flat_raw, Raw Flat Stamp
embers:stamp_plate_raw, Raw Plate Stamp
embers:stamp_gear_raw, Raw Gear Stamp
embers:ember_detector, Atmospheric Gauge
embers:dust_ember, Ember Grit
embers:shard_ember, Ember Shard
embers:crystal_ember, Ember Crystal
embers:pickaxe_copper, Copper Pickaxe
embers:axe_copper, Copper Axe
embers:shovel_copper, Copper Shovel
embers:hoe_copper, Copper Hoe
embers:sword_copper, Copper Sword
embers:pickaxe_silver, Silver Pickaxe
embers:axe_silver, Silver Axe
embers:shovel_silver, Silver Shovel
embers:hoe_silver, Silver Hoe
embers:sword_silver, Silver Sword
embers:pickaxe_lead, Lead Pickaxe
embers:axe_lead, Lead Axe
embers:shovel_lead, Lead Shovel
embers:hoe_lead, Lead Hoe
embers:sword_lead, Lead Sword
embers:pickaxe_dawnstone, Dawnstone Pickaxe
embers:axe_dawnstone, Dawnstone Axe
embers:shovel_dawnstone, Dawnstone Shovel
embers:hoe_dawnstone, Dawnstone Hoe
embers:sword_dawnstone, Dawnstone Sword
embers:ember_jar:0, Mantle Jar
embers:ember_jar:0, Mantle Jar
embers:ember_cartridge:0, Mantle Cartridge
embers:ember_cartridge:0, Mantle Cartridge
embers:ignition_cannon, Blazing Ray
embers:staff_ember, Cinder Staff
embers:axe_clockwork, Clockwork Battleaxe
embers:pickaxe_clockwork, Clockwork Pickaxe
embers:grandhammer, Grandhammer
embers:dust_ash, Ash Pile
embers:aspectus_iron, Iron Aspectus
embers:aspectus_copper, Copper Aspectus
embers:aspectus_lead, Lead Aspectus
embers:aspectus_silver, Silver Aspectus
embers:aspectus_dawnstone, Dawnstone Aspectus
embers:alchemic_waste, Alchemical Waste
embers:ashen_cloak_head, Ashen Goggles
embers:ashen_cloak_chest, Ashen Cloak
embers:ashen_cloak_legs, Ashen Leggings
embers:ashen_cloak_boots, Ashen Boots
embers:inflictor_gem, Inflictor Gem
embers:glimmer_shard, Glimmer Crystal
embers:glimmer_lamp, Glimmer Lamp
embers:ashen_cloth, Ashen Fabric
embers:archaic_brick, Archaic Brick
embers:ancient_motive_core, Ancient Motive Core
embers:isolated_materia, Isolated Materia
embers:tyrfing, Tyrfing
embers:adhesive, Adhesive
embers:ember_cluster, Ember Crystal Cluster
embers:wildfire_core, Wildfire Core
embers:codex, Ancient Codex
embers:superheater, Superheater
embers:jet_augment, Cinder Jet
embers:blasting_core, Blasting Core
embers:caster_orb, Caster Orb
embers:resonating_bell, Resonating Bell
embers:flame_barrier, Flame Barrier
embers:eldritch_insignia, Eldritch Insignia
embers:intelligent_apparatus, Intelligent Apparatus
embers:archaic_circuit, Archaic Circuit
embers:dust_metallurgic, Metallurgic Dust
embers:diffraction_barrel, Diffraction Barrel
embers:focal_lens, Focal Lens
embers:tinker_lens, Tinker's Lens
embers:anti_tinker_lens, Smoky Tinker's Lens
embers:shifting_scales, Shifting Scales
embers:winding_gears, Winding Gears
embers:creative_heat, Creative Heat Modifier
embers:ingot_aluminum, Aluminium Ingot
embers:plate_aluminum, Aluminium Plate
embers:nugget_aluminum, Aluminium Nugget
embers:pickaxe_aluminum, Aluminium Pickaxe
embers:axe_aluminum, Aluminium Axe
embers:shovel_aluminum, Aluminium Shovel
embers:sword_aluminum, Aluminium Sword
embers:hoe_aluminum, Aluminium Hoe
embers:ingot_bronze, Bronze Ingot
embers:plate_bronze, Bronze Plate
embers:nugget_bronze, Bronze Nugget
embers:pickaxe_bronze, Bronze Pickaxe
embers:axe_bronze, Bronze Axe
embers:shovel_bronze, Bronze Shovel
embers:sword_bronze, Bronze Sword
embers:hoe_bronze, Bronze Hoe
embers:ingot_electrum, Electrum Ingot
embers:plate_electrum, Electrum Plate
embers:nugget_electrum, Electrum Nugget
embers:pickaxe_electrum, Electrum Pickaxe
embers:axe_electrum, Electrum Axe
embers:shovel_electrum, Electrum Shovel
embers:sword_electrum, Electrum Sword
embers:hoe_electrum, Electrum Hoe
embers:ingot_nickel, Nickel Ingot
embers:plate_nickel, Nickel Plate
embers:nugget_nickel, Nickel Nugget
embers:pickaxe_nickel, Nickel Pickaxe
embers:axe_nickel, Nickel Axe
embers:shovel_nickel, Nickel Shovel
embers:sword_nickel, Nickel Sword
embers:hoe_nickel, Nickel Hoe
embers:ingot_tin, Tin Ingot
embers:plate_tin, Tin Plate
embers:nugget_tin, Tin Nugget
embers:pickaxe_tin, Tin Pickaxe
embers:axe_tin, Tin Axe
embers:shovel_tin, Tin Shovel
embers:sword_tin, Tin Sword
embers:hoe_tin, Tin Hoe
embers:ember_ring, Ember Ring
embers:ember_belt, Ember Belt
embers:ember_amulet, Ember Amulet
embers:ember_bulb:0, Mantle Bulb
embers:ember_bulb:0, Mantle Bulb
embers:dawnstone_mail, Dawnstone Mail
embers:ashen_amulet, Ashen Amulet
embers:nonbeliever_amulet, Amulet of the Heretic
embers:explosion_charm, Explosion Charm
embers:block_copper, Copper Block
embers:block_lead, Lead Block
embers:block_silver, Silver Block
embers:block_dawnstone, Dawnstone Block
embers:ore_copper, Copper Ore
embers:ore_lead, Lead Ore
embers:ore_silver, Silver Ore
embers:block_caminite_brick, Caminite Bricks
embers:block_caminite_brick_slab_double, Caminite Brick Double Slab
embers:stairs_caminite_brick, Caminite Brick Stairs
embers:wall_caminite_brick, Caminite Brick Wall
embers:block_tank, Fluid Tank
embers:pipe, Fluid Pipe
embers:pump, Fluid Extractor
embers:block_furnace, Melter
embers:ember_receiver, Ember Receptor
embers:ember_emitter, Ember Emitter
embers:copper_cell:0, Copper Cell
embers:copper_cell:0, Copper Cell
embers:item_pipe, Item Pipe
embers:item_pump, Item Extractor
embers:bin, Bin
embers:stamper, Stamper
embers:stamper_base, Stamp Base
embers:ember_bore, Ember Bore
embers:mech_accessor, Machine Accessor
embers:mech_core, Mechanical Core
embers:ember_activator, Ember Activator
embers:stone_edge, Caminite Ring
embers:mixer, Mixer Centrifuge
embers:heat_coil, Hearth Coil
embers:item_dropper, Item Dropper
embers:large_tank, Reservoir
embers:ember_gauge, Ember Dial
embers:fluid_gauge, Fluid Dial
embers:block_lantern, Ember Lantern
embers:beam_splitter, Beam Splitter
embers:ember_relay, Ember Relay
embers:crystal_cell, Crystal Cell
embers:charger, Copper Charger
embers:ashen_stone, Ashen Stone
embers:ashen_stone_slab_double, Ashen Stone Double Slab
embers:stairs_ashen_stone, Ashen Stone Stairs
embers:wall_ashen_stone, Ashen Stone Wall
embers:ashen_brick, Ashen Brick
embers:ashen_brick_slab_double, Ashen Brick Double Slab
embers:stairs_ashen_brick, Ashen Brick Stairs
embers:wall_ashen_brick, Ashen Brick Wall
embers:ashen_tile, Ashen Tile
embers:ashen_tile_slab_double, Ashen Tile Double Slab
embers:stairs_ashen_tile, Ashen Tile Stairs
embers:wall_ashen_tile, Ashen Tile Wall
embers:cinder_plinth, Cinder Plinth
embers:alchemy_pedestal, Alchemy Pedestal
embers:alchemy_tablet, Exchange Tablet
embers:item_transfer, Item Transfer
embers:beam_cannon, Beam Cannon
embers:archaic_bricks, Archaic Bricks
embers:archaic_edge, Archaic Edge
embers:archaic_tile, Archaic Tile
embers:archaic_light, Archaic Light
embers:dawnstone_anvil, Dawnstone Anvil
embers:auto_hammer, Automatic Hammer
embers:ore_quartz, Quartz Ore
embers:sealed_planks, Sealed Planks
embers:wrapped_sealed_planks, Reinforced Sealed Planks
embers:vacuum, Item Vacuum
embers:breaker, Automatic Breaker
embers:seed:0, Iron Crystal Seed
embers:seed:1, Gold Crystal Seed
embers:seed:2, Copper Crystal Seed
embers:seed:3, Lead Crystal Seed
embers:seed:4, Silver Crystal Seed
embers:ember_injector, Ember Injector
embers:boiler, Pressure Refinery
embers:reactor, Ignem Reactor
embers:combustor, Combustion Chamber
embers:catalyzer, Catalysis Chamber
embers:field_chart, Field Chart
embers:ember_pulser, Ember Ejector
embers:inferno_forge, Inferno Forge
embers:caminite_lever, Caminite Lever
embers:creative_ember_source, Creative Ember Source
embers:mechanical_pump, Mechanical Pump
embers:catalytic_plug, Catalytic Plug
embers:ember_funnel, Ember Funnel
embers:mini_boiler, Mini Boiler
embers:fluid_transfer, Fluid Transfer
embers:ember_siphon, Ember Siphon
embers:stirling, Wildfire Stirling
embers:clockwork_attenuator, Clockwork Attenuator
embers:block_aluminum, Aluminium Block
embers:ore_aluminum, Aluminium Ore
embers:block_bronze, Bronze Block
embers:block_electrum, Electrum Block
embers:block_nickel, Nickel Block
embers:ore_nickel, Nickel Ore
embers:block_tin, Tin Block
embers:ore_tin, Tin Ore
embers:explosion_pedestal, Explosion Charm Pedestal
refinedstorage:controller:0, Controller
refinedstorage:controller:0, Controller
refinedstorage:controller:1, Creative Controller
refinedstorage:grid:0, Grid
refinedstorage:grid:1, Crafting Grid
refinedstorage:grid:2, Pattern Grid
refinedstorage:grid:3, Fluid Grid
refinedstorage:portable_grid:0, Portable Grid
refinedstorage:portable_grid:0, Portable Grid
refinedstorage:portable_grid:1, Creative Portable Grid
refinedstorage:crafting_monitor, Crafting Monitor
refinedstorage:storage_monitor, Storage Monitor
refinedstorage:security_manager, Security Manager
refinedstorage:crafter, Crafter
refinedstorage:disk_drive, Disk Drive
refinedstorage:storage:0, 1k Storage Block
refinedstorage:storage:1, 4k Storage Block
refinedstorage:storage:2, 16k Storage Block
refinedstorage:storage:3, 64k Storage Block
refinedstorage:storage:4, Creative Storage Block
refinedstorage:fluid_storage:0, 64k Fluid Storage Block
refinedstorage:fluid_storage:1, 256k Fluid Storage Block
refinedstorage:fluid_storage:2, 1024k Fluid Storage Block
refinedstorage:fluid_storage:3, 4096k Fluid Storage Block
refinedstorage:fluid_storage:4, Creative Fluid Storage Block
refinedstorage:cable, Cable
refinedstorage:importer, Importer
refinedstorage:exporter, Exporter
refinedstorage:external_storage, External Storage
refinedstorage:constructor, Constructor
refinedstorage:destructor, Destructor
refinedstorage:reader, Reader
refinedstorage:writer, Writer
refinedstorage:detector, Detector
refinedstorage:relay, Relay
refinedstorage:interface, Interface
refinedstorage:fluid_interface, Fluid Interface
refinedstorage:wireless_transmitter, Wireless Transmitter
refinedstorage:machine_casing, Machine Casing
refinedstorage:quartz_enriched_iron_block, Block of Quartz Enriched Iron
refinedstorage:network_transmitter, Network Transmitter
refinedstorage:network_receiver, Network Receiver
refinedstorage:disk_manipulator, Disk Manipulator
refinedstorage:crafter_manager, Crafter Manager
refinedstorage:quartz_enriched_iron, Quartz Enriched Iron
refinedstorage:processor_binding, Processor Binding
refinedstorage:cutting_tool, Cutting Tool
refinedstorage:storage_disk:0, 1k Storage Disk
refinedstorage:storage_disk:1, 4k Storage Disk
refinedstorage:storage_disk:2, 16k Storage Disk
refinedstorage:storage_disk:3, 64k Storage Disk
refinedstorage:storage_disk:4, Creative Storage Disk
refinedstorage:fluid_storage_disk:0, 64k Fluid Storage Disk
refinedstorage:fluid_storage_disk:1, 256k Fluid Storage Disk
refinedstorage:fluid_storage_disk:2, 1024k Fluid Storage Disk
refinedstorage:fluid_storage_disk:3, 4096k Fluid Storage Disk
refinedstorage:fluid_storage_disk:4, Creative Fluid Storage Disk
refinedstorage:storage_housing, Storage Housing
refinedstorage:pattern, Pattern
refinedstorage:storage_part:0, 1k Storage Part
refinedstorage:storage_part:1, 4k Storage Part
refinedstorage:storage_part:2, 16k Storage Part
refinedstorage:storage_part:3, 64k Storage Part
refinedstorage:fluid_storage_part:0, 64k Fluid Storage Part
refinedstorage:fluid_storage_part:1, 256k Fluid Storage Part
refinedstorage:fluid_storage_part:2, 1024k Fluid Storage Part
refinedstorage:fluid_storage_part:3, 4096k Fluid Storage Part
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:1, Creative Wireless Grid
refinedstorage:wireless_fluid_grid:0, Wireless Fluid Grid
refinedstorage:wireless_fluid_grid:0, Wireless Fluid Grid
refinedstorage:wireless_fluid_grid:1, Creative Wireless Fluid Grid
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:1, Creative Wireless Crafting Monitor
refinedstorage:processor:0, Raw Basic Processor
refinedstorage:processor:1, Raw Improved Processor
refinedstorage:processor:2, Raw Advanced Processor
refinedstorage:processor:3, Basic Processor
refinedstorage:processor:4, Improved Processor
refinedstorage:processor:5, Advanced Processor
refinedstorage:core:0, Construction Core
refinedstorage:core:1, Destruction Core
refinedstorage:silicon, Silicon
refinedstorage:upgrade:0, Upgrade
refinedstorage:upgrade:1, Range Upgrade
refinedstorage:upgrade:2, Speed Upgrade
refinedstorage:upgrade:3, Crafting Upgrade
refinedstorage:upgrade:4, Stack Upgrade
refinedstorage:upgrade:6, Silk Touch Upgrade
refinedstorage:upgrade:7, Fortune Upgrade
refinedstorage:upgrade:8, Fortune Upgrade
refinedstorage:upgrade:9, Fortune Upgrade
refinedstorage:filter, Filter
refinedstorage:network_card, Network Card
refinedstorage:security_card, Security Card
refinedstorage:cover, Cover
refinedstorage:hollow_cover, Hollow Cover
refinedstorage:wrench, Wrench
enderzoo:enderzooicon, item.enderZooIcon.name
enderzoo:witheringdust, Withering Dust
enderzoo:confusingdust, Confusing Powder
enderzoo:enderfragment, Ender Fragment
enderzoo:guardiansbow, Guardians Bow
enderzoo:owlegg, Owl Egg
enderzoo:blockconfusingcharge, Confusing Charge
enderzoo:blockendercharge, Ender Charge
enderzoo:blockconcussioncharge, Concussion Charge
valkyrielib:guide, Digital Guide
valkyrielib:modifier_component, Modifier Component
valkyrielib:modifier_speed, Speed Modifier
environmentaltech:litherite, Litherite
environmentaltech:litherite_paver, Litherite Paver
environmentaltech:litherite_bricks, Litherite Bricks
environmentaltech:litherite_tiles, Litherite Tiles
environmentaltech:litherite_stairs, Litherite Stairs
environmentaltech:litherite_brick_stairs, Litherite Brick Stairs
environmentaltech:litherite_tile_stairs, Litherite Tile Stairs
environmentaltech:litherite_slab:0, Litherite Slab
environmentaltech:litherite_paver_slab:0, Litherite Paver Slab
environmentaltech:litherite_brick_slab:0, Litherite Brick Slab
environmentaltech:litherite_tile_slab:0, Litherite Tile Slab
environmentaltech:erodium, Erodium
environmentaltech:erodium_paver, Erodium Paver
environmentaltech:erodium_bricks, Erodium Bricks
environmentaltech:erodium_tiles, Erodium Tiles
environmentaltech:erodium_stairs, Erodium Stairs
environmentaltech:erodium_brick_stairs, Erodium Brick Stairs
environmentaltech:erodium_tile_stairs, Erodium Tile Stairs
environmentaltech:erodium_slab:0, Erodium Slab
environmentaltech:erodium_paver_slab:0, Erodium Paver Slab
environmentaltech:erodium_brick_slab:0, Erodium Brick Slab
environmentaltech:erodium_tile_slab:0, Erodium Tile Slab
environmentaltech:kyronite, Kyronite
environmentaltech:kyronite_paver, Kyronite Paver
environmentaltech:kyronite_bricks, Kyronite Bricks
environmentaltech:kyronite_tiles, Kyronite Tiles
environmentaltech:kyronite_stairs, Kyronite Stairs
environmentaltech:kyronite_brick_stairs, Kyronite Brick Stairs
environmentaltech:kyronite_tile_stairs, Kyronite Tile Stairs
environmentaltech:kyronite_slab:0, Kyronite Slab
environmentaltech:kyronite_paver_slab:0, Kyronite Paver Slab
environmentaltech:kyronite_brick_slab:0, Kyronite Brick Slab
environmentaltech:kyronite_tile_slab:0, Kyronite Tile Slab
environmentaltech:pladium, Pladium
environmentaltech:pladium_paver, Pladium Paver
environmentaltech:pladium_bricks, Pladium Bricks
environmentaltech:pladium_tiles, Pladium Tiles
environmentaltech:pladium_stairs, Pladium Stairs
environmentaltech:pladium_brick_stairs, Pladium Brick Stairs
environmentaltech:pladium_tile_stairs, Pladium Tile Stairs
environmentaltech:pladium_slab:0, Pladium Slab
environmentaltech:pladium_paver_slab:0, Pladium Paver Slab
environmentaltech:pladium_brick_slab:0, Pladium Brick Slab
environmentaltech:pladium_tile_slab:0, Pladium Tile Slab
environmentaltech:ionite, Ionite
environmentaltech:ionite_paver, Ionite Paver
environmentaltech:ionite_bricks, Ionite Bricks
environmentaltech:ionite_tiles, Ionite Tiles
environmentaltech:ionite_stairs, Ionite Stairs
environmentaltech:ionite_brick_stairs, Ionite Brick Stairs
environmentaltech:ionite_tile_stairs, Ionite Tile Stairs
environmentaltech:ionite_slab:0, Ionite Slab
environmentaltech:ionite_paver_slab:0, Ionite Paver Slab
environmentaltech:ionite_brick_slab:0, Ionite Brick Slab
environmentaltech:ionite_tile_slab:0, Ionite Tile Slab
environmentaltech:aethium, Aethium
environmentaltech:aethium_paver, Aethium Paver
environmentaltech:aethium_bricks, Aethium Bricks
environmentaltech:aethium_tiles, Aethium Tiles
environmentaltech:aethium_stairs, Aethium Stairs
environmentaltech:aethium_brick_stairs, Aethium Brick Stairs
environmentaltech:aethium_tile_stairs, Aethium Tile Stairs
environmentaltech:aethium_slab:0, Aethium Slab
environmentaltech:aethium_paver_slab:0, Aethium Paver Slab
environmentaltech:aethium_brick_slab:0, Aethium Brick Slab
environmentaltech:aethium_tile_slab:0, Aethium Tile Slab
environmentaltech:lonsdaleite, Lonsdaleite
environmentaltech:lonsdaleite_paver, Lonsdaleite Paver
environmentaltech:lonsdaleite_bricks, Lonsdaleite Bricks
environmentaltech:lonsdaleite_tiles, Lonsdaleite Tiles
environmentaltech:lonsdaleite_stairs, Lonsdaleite Stairs
environmentaltech:lonsdaleite_brick_stairs, Lonsdaleite Brick Stairs
environmentaltech:lonsdaleite_tile_stairs, Lonsdaleite Tile Stairs
environmentaltech:lonsdaleite_slab:0, Lonsdaleite Slab
environmentaltech:lonsdaleite_paver_slab:0, Lonsdaleite Paver Slab
environmentaltech:lonsdaleite_brick_slab:0, Lonsdaleite Brick Slab
environmentaltech:lonsdaleite_tile_slab:0, Lonsdaleite Tile Slab
environmentaltech:mica, Mica
environmentaltech:litherite_crystal, Litherite Crystal
environmentaltech:erodium_crystal, Erodium Crystal
environmentaltech:kyronite_crystal, Kyronite Crystal
environmentaltech:pladium_crystal, Pladium Crystal
environmentaltech:ionite_crystal, Ionite Crystal
environmentaltech:aethium_crystal, Aethium Crystal
environmentaltech:lonsdaleite_crystal, Lonsdaleite Crystal
environmentaltech:interconnect, Interconnect
environmentaltech:tool_multiblock_assembler, Assembler
environmentaltech:connector, Connector
environmentaltech:modifier_null, Null Modifier
environmentaltech:modifier_speed, Speed Modifier
environmentaltech:modifier_luck, Luck Modifier
environmentaltech:structure_frame_1, Structure Frame Tier 1
environmentaltech:structure_frame_2, Structure Frame Tier 2
environmentaltech:structure_frame_3, Structure Frame Tier 3
environmentaltech:structure_frame_4, Structure Frame Tier 4
environmentaltech:structure_frame_5, Structure Frame Tier 5
environmentaltech:structure_frame_6, Structure Frame Tier 6
environmentaltech:structure_panel, Structure Panel
environmentaltech:structure_panel_clear, Clear Structure Panel
environmentaltech:lightning_rod, Lightning Rod
environmentaltech:lightning_rod_insulated, Insulated Lightning Rod
environmentaltech:lightning_cont_1, Lightning Controller Tier 1
environmentaltech:lightning_cont_2, Lightning Controller Tier 2
environmentaltech:lightning_cont_3, Lightning Controller Tier 3
environmentaltech:lightning_cont_4, Lightning Controller Tier 4
environmentaltech:lightning_cont_5, Lightning Controller Tier 5
environmentaltech:lightning_cont_6, Lightning Controller Tier 6
environmentaltech:solar_cont_1, Solar Array Controller Tier 1
environmentaltech:solar_cont_2, Solar Array Controller Tier 2
environmentaltech:solar_cont_3, Solar Array Controller Tier 3
environmentaltech:solar_cont_4, Solar Array Controller Tier 4
environmentaltech:solar_cont_5, Solar Array Controller Tier 5
environmentaltech:solar_cont_6, Solar Array Controller Tier 6
environmentaltech:solar_cell_litherite, Litherite Solar Cell
environmentaltech:solar_cell_erodium, Erodium Solar Cell
environmentaltech:solar_cell_kyronite, Kyronite Solar Cell
environmentaltech:solar_cell_pladium, Pladium Solar Cell
environmentaltech:solar_cell_ionite, Ionite Solar Cell
environmentaltech:solar_cell_aethium, Aethium Solar Cell
environmentaltech:modifier_piezo, Piezo Modifier
environmentaltech:photovoltaic_cell, Photovoltaic Cell
environmentaltech:thermal_cell, Thermal Cell
environmentaltech:laser_core, Laser Core
environmentaltech:laser_lens, Clear Laser Lens
environmentaltech:laser_lens_crystal, Crystal Laser Lens
environmentaltech:laser_lens_colored:0, White Laser Lens
environmentaltech:laser_lens_colored:1, Orange Laser Lens
environmentaltech:laser_lens_colored:2, Magenta Laser Lens
environmentaltech:laser_lens_colored:3, Light Blue Laser Lens
environmentaltech:laser_lens_colored:4, Yellow Laser Lens
environmentaltech:laser_lens_colored:5, Lime Laser Lens
environmentaltech:laser_lens_colored:6, Pink Laser Lens
environmentaltech:laser_lens_colored:7, Gray Laser Lens
environmentaltech:laser_lens_colored:8, Light Gray Laser Lens
environmentaltech:laser_lens_colored:9, Cyan Laser Lens
environmentaltech:laser_lens_colored:10, Purple Laser Lens
environmentaltech:laser_lens_colored:11, Blue Laser Lens
environmentaltech:laser_lens_colored:12, Brown Laser Lens
environmentaltech:laser_lens_colored:13, Green Laser Lens
environmentaltech:laser_lens_colored:14, Red Laser Lens
environmentaltech:laser_lens_colored:15, Black Laser Lens
environmentaltech:modifier_accuracy, Accuracy Modifier
environmentaltech:diode, Diode
environmentaltech:void_ore_miner_cont_1, Void Ore Miner Controller Tier 1
environmentaltech:void_ore_miner_cont_2, Void Ore Miner Controller Tier 2
environmentaltech:void_ore_miner_cont_3, Void Ore Miner Controller Tier 3
environmentaltech:void_ore_miner_cont_4, Void Ore Miner Controller Tier 4
environmentaltech:void_ore_miner_cont_5, Void Ore Miner Controller Tier 5
environmentaltech:void_ore_miner_cont_6, Void Ore Miner Controller Tier 6
environmentaltech:void_res_miner_cont_1, Void Resource Miner Controller Tier 1
environmentaltech:void_res_miner_cont_2, Void Resource Miner Controller Tier 2
environmentaltech:void_res_miner_cont_3, Void Resource Miner Controller Tier 3
environmentaltech:void_res_miner_cont_4, Void Resource Miner Controller Tier 4
environmentaltech:void_res_miner_cont_5, Void Resource Miner Controller Tier 5
environmentaltech:void_res_miner_cont_6, Void Resource Miner Controller Tier 6
environmentaltech:void_botanic_miner_cont_1, Void Botanic Miner Controller Tier 1
